interest,Afghanistan,Algeria,Angola,Argentina,Australia,Austria,Bahrain,Bangladesh,Belgium,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Cambodia,Cameroon,Canada,Chile,China,Colombia,Congo Dem Rep,CoteDIvore,Cuba,Czech,Denmark,Ecuador,Egypt,Ethiopia,Finland,France,Gambia,Germany,Ghana,Greece,Hong Kong,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Portugal,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Slovakia,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,Togo,Tunisia,Turkey,UAE,UK,USA,Uganda,Ukraine,Uruguay,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Science,,,,,38700.0,,,,,,,,,,,,37725.0,,,,,,,,,,14490.0,,,74070.0,,12615.0,,,,,154920.0,36660.0,,,,,,,20280.0,10995.0,,,,,,,,,527460.0,,,,,,,,,,10140.0,,,,55950.0,,,,,21165.0,,52410.0,,,,29805.0,,,,58335.0,,,17925.0,,,,,,,,,,,,13380.0,,,,69165.0,13890.0,143100.0,,,,,,,,
Science Fiction Movies,,10170.0,,,285975.0,,103710.0,,,,,,,,,,108075.0,,,,,,,,,,13065.0,,,39840.0,,43350.0,,,10290.0,,2196975.0,63165.0,,,34140.0,,37035.0,,30630.0,,,183090.0,,,,,,,1146375.0,,,,10230.0,,,,,25995.0,30675.0,,,,151425.0,10755.0,,,,162840.0,,301155.0,,,,287025.0,,,,88620.0,,,149055.0,,,16185.0,,,,,12945.0,,,,78525.0,,,,1422165.0,139215.0,489585.0,,,,,13560.0,,,
Science Fiction TV,,553650.0,,176280.0,679035.0,44715.0,55500.0,23865.0,98070.0,32535.0,,,211725.0,,,18765.0,670020.0,109530.0,,207825.0,12330.0,10845.0,,31950.0,65520.0,69240.0,1460895.0,50865.0,45255.0,315315.0,,426915.0,45345.0,35535.0,101280.0,26445.0,602025.0,98055.0,16920.0,489150.0,422145.0,83640.0,150210.0,12810.0,119700.0,262470.0,87015.0,138510.0,221310.0,,,191370.0,,,179310.0,,34950.0,14100.0,412080.0,,405450.0,,,219120.0,193275.0,10725.0,1614825.0,78030.0,97545.0,121185.0,94635.0,21495.0,168510.0,311340.0,54900.0,159570.0,29790.0,71445.0,,1509375.0,,,,173925.0,11400.0,15030.0,211575.0,55470.0,,424905.0,18930.0,73095.0,,173445.0,103845.0,471960.0,52395.0,96435.0,94800.0,,372570.0,288735.0,648405.0,149910.0,2991180.0,25155.0,35340.0,23550.0,64230.0,25335.0,117690.0,18540.0,14370.0
Scrapbooking,,,,,19080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screenwriting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92415.0,,,,,,,,,,,,,,,,,,11235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12660.0,,,,45510.0,,,,,,,,,,12180.0,,,,,,,,,,,,,46575.0,,,,,,,,,,
Scuba Diving,,,,,80565.0,,,,,,,,,,,,,,,,,,,,,,,,,20580.0,,,,,,,38145.0,,,,,,,,32625.0,,,,,,,,,,27285.0,,,,,,,,,,10590.0,,,,50475.0,,,,,,,,,,,,,,,,,,11865.0,,,,,,,,,,,,11760.0,,,,87360.0,,,,,,,,,,
Search,,11070.0,,,129240.0,,,,,,,,,,,,16290.0,,,,,,,,,,36690.0,,,19470.0,,16365.0,,,,,124515.0,29850.0,,,17055.0,,,,18960.0,35025.0,11010.0,10875.0,12105.0,,,,,,25650.0,,,,,,,,,10560.0,41310.0,,,,,43050.0,,,,168225.0,,167265.0,,,,44790.0,,,,30540.0,,,25920.0,13140.0,,13395.0,,,,,,,,,100635.0,,,,296985.0,29835.0,80430.0,,,,,,,,
Secondary Education,,,,,96120.0,,,,,,,,,,,,,,,,,,,,,,,,,22455.0,,,,,,,106770.0,26685.0,,,,,16410.0,,15285.0,,,,,,,,,,414540.0,,,,,,,,,,11790.0,,,,,,,,,20040.0,,18630.0,,,,40485.0,,,,46740.0,,,43785.0,,,14715.0,,,,,,,,,17340.0,,,,76770.0,,32505.0,,,,,,,,
Sedan,,34560.0,,,13980.0,,,,18870.0,,,,,,,,10290.0,,,,,,,,,,105645.0,,,173730.0,,11235.0,,16065.0,,,32310.0,62400.0,,,,,11100.0,,15285.0,,32220.0,,,,,,,,11505.0,,,,,,13740.0,,,34425.0,,,24855.0,,10485.0,,,,,18210.0,10515.0,85845.0,36450.0,,,101790.0,,,,59460.0,,,44625.0,,,14085.0,,,,,,,,,38535.0,,,,35040.0,20880.0,27375.0,,,,,,,,
Senior Health,,,,,10020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10530.0,,,,,,,24525.0,,,,,,,,,,,,,,,,25320.0,,,,,,,,,,
Sexual Conditions,,,,,10650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62760.0,,,,,,,,,,,,,,,,,,17910.0,,,,,,,,,,,,,,,,,,,36735.0,,,,,,37935.0,,,,,,,65115.0,,,,,,,,,,,,,,,,34815.0,,38010.0,,,,,,,,
Sexual Health,,,,,10740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63630.0,,,,,,,,,,,,,,,,,,18030.0,,,,,,,,,,,,,,,,,,,36750.0,,,,,,37995.0,,,,,,,65280.0,,,,,,,,,,,,,,,,34950.0,,38295.0,,,,,,,,
Shareware and Freeware,14415.0,133005.0,,260340.0,425700.0,60315.0,105510.0,71970.0,83235.0,57270.0,,,537690.0,,,,113010.0,147630.0,11400.0,310110.0,,12945.0,,11505.0,11370.0,115620.0,152325.0,,,664500.0,,337725.0,,14010.0,16980.0,,1386495.0,1889775.0,,49590.0,99900.0,19905.0,329010.0,,436545.0,37710.0,42375.0,205725.0,65595.0,,,14955.0,,,743325.0,,,,547725.0,,123255.0,,,121665.0,88800.0,,43620.0,17175.0,158400.0,688800.0,14325.0,26760.0,231285.0,130860.0,65865.0,280425.0,38520.0,,,905235.0,12390.0,,,923655.0,,,63270.0,175050.0,,535170.0,,11850.0,,22005.0,50400.0,12285.0,19710.0,10035.0,180420.0,,41490.0,118725.0,1102275.0,205695.0,796950.0,,15990.0,33000.0,111585.0,76905.0,15000.0,,
Shaving,,28380.0,,,10860.0,,,,23925.0,,,,,,,,27120.0,,,,,,,,,,,,,372075.0,,,,,,,299010.0,,,,,,,,11580.0,,,13170.0,,,,,,,,,,,,,18915.0,,,,,,,,57630.0,,,,,,,18135.0,,,,39150.0,,,,,,,,,,,,,,,,,,,18945.0,,,,122775.0,,33975.0,,,,,,,,
Shopping,,126645.0,,,440475.0,,46350.0,,15495.0,,,,46500.0,,,,106710.0,,,12090.0,,,,,,,1438425.0,,,66135.0,,79635.0,15000.0,,12255.0,,712935.0,713010.0,,97485.0,47730.0,45060.0,50565.0,,94935.0,203430.0,95265.0,181920.0,165480.0,,,37005.0,,,682800.0,,,,28785.0,,99600.0,,,39255.0,190845.0,,84615.0,16710.0,176235.0,52305.0,115065.0,,12915.0,484365.0,,265320.0,,,,1080390.0,,,,349755.0,,,1032945.0,34920.0,,28845.0,,51435.0,,25950.0,12210.0,59610.0,29145.0,,269820.0,,45105.0,47610.0,1789680.0,288795.0,460260.0,12255.0,,,,21330.0,19800.0,,
Sikhism,,11115.0,,,135255.0,,127155.0,,,,,,,29475.0,,,68700.0,,14625.0,24345.0,,,,,,,11370.0,,,61815.0,,28770.0,,,13005.0,,3897480.0,655155.0,,,18540.0,,21435.0,,33120.0,,,200985.0,,,,,,,5737080.0,,,,,,,,,13590.0,26535.0,,591525.0,,153765.0,62250.0,,,,192795.0,,270780.0,,,,392415.0,,,,211530.0,,,11685.0,,,,,,,,,,,,49035.0,,,,1399080.0,121410.0,239205.0,,,,,,,,
Simulation Video Games,,197640.0,,46920.0,560490.0,56025.0,47880.0,35505.0,209430.0,,63285.0,,139275.0,,14235.0,,221250.0,26460.0,,41205.0,,,,36885.0,28695.0,20595.0,953910.0,,52470.0,231600.0,,480555.0,18255.0,174525.0,29355.0,36015.0,1463685.0,795825.0,,121710.0,55095.0,123405.0,437670.0,,240315.0,184680.0,345915.0,188550.0,88245.0,,,26370.0,,,164025.0,,,12825.0,100950.0,,162600.0,,,532350.0,41505.0,,164550.0,31365.0,83970.0,206370.0,186780.0,,42975.0,225360.0,28305.0,100155.0,90990.0,22380.0,,1621125.0,,,,118095.0,11010.0,,196800.0,114090.0,,241860.0,17670.0,30660.0,,70455.0,50625.0,35580.0,42345.0,29460.0,348045.0,,75780.0,780645.0,1020870.0,760380.0,1244820.0,36120.0,260595.0,,11715.0,535185.0,22620.0,,12090.0
Single Life,,218955.0,,,37155.0,,24480.0,,10935.0,,,,,,,,27390.0,,,,,,,,,,124530.0,,,66060.0,,46425.0,,,,,343275.0,,,124560.0,,17565.0,20595.0,,,195060.0,,56745.0,24780.0,,,67305.0,,,31020.0,,,,,,599730.0,,,10740.0,,,,,46410.0,19740.0,63195.0,,,61080.0,,55335.0,,,,297315.0,,,,58515.0,,,89820.0,,,14040.0,,28425.0,,14070.0,,29085.0,,,23400.0,,30675.0,25275.0,187815.0,39645.0,105660.0,,,,,,21075.0,,
Skateboarding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36105.0,,,,,,,11700.0,,,,,,,,17940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin Care,,,,,27555.0,,,,,,,,,,,,,,,,,,,,,,,,,21480.0,,,,,,,316050.0,81255.0,,,,,,,21480.0,,,16230.0,,,,,,,11385.0,,,,,,,,,,,,,,12150.0,,,,,16965.0,,55260.0,,,,50835.0,,,,26430.0,,,39390.0,,,,,,,,,,,,96495.0,,,,76800.0,11490.0,40560.0,,,,,,,,
Skin and Dermatology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19890.0,30765.0,,,,,,,,,,,,,,,,,12960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13395.0,,,,,,,,,,,,,,,,,,,12570.0,,,,,,,,,,
Sleep Disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47175.0,,,,,,,60000.0,29940.0,,,,,,,,,,,,,,,,,14850.0,,,,,,,,,,,,,,43920.0,,,,,,,13950.0,,,,15675.0,,,,,,,,,,,,,,,,,,,,,,,59040.0,,18360.0,,,,,,,,
Small and Medium-sized Business,,,,,10560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28215.0,,,,,,,,,,,,17355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11355.0,,,,10230.0,,,,16455.0,,,58485.0,,,,,,,,,,,,,,,,96300.0,,13530.0,,,,,,,,
Smart Home,,,,,1174785.0,33915.0,25365.0,15135.0,75945.0,,,,23460.0,,,,471360.0,,,,,,,35790.0,71370.0,,527520.0,96165.0,45015.0,296280.0,,231015.0,75030.0,36180.0,126750.0,21015.0,471285.0,41010.0,,11430.0,867945.0,29265.0,93870.0,21435.0,72090.0,10185.0,135255.0,45795.0,14010.0,,,,,11265.0,225690.0,,,23040.0,21270.0,,,,18315.0,212715.0,384765.0,,371010.0,65715.0,26535.0,34095.0,,,,930390.0,78855.0,236010.0,12570.0,15840.0,,169395.0,,,,170820.0,,,233145.0,23610.0,,398835.0,25815.0,,,108240.0,104445.0,,15075.0,32535.0,150075.0,,,27795.0,348195.0,111660.0,1352730.0,32145.0,,,,,,30720.0,21600.0
Smartphones,,30930.0,,,18480.0,,14835.0,,,,,,,,,,,,,,,,,,,,57780.0,,,12120.0,,10590.0,,,,,167370.0,213555.0,,12720.0,,,,,25125.0,13755.0,,32940.0,,,,,,,20235.0,,,,,,15870.0,,,,,,,,24285.0,,,,,16050.0,,72645.0,,,,171990.0,,,,14655.0,,,13215.0,14625.0,,,,,,,,,,,39750.0,,,,249930.0,17880.0,62070.0,,,,,,,,
Smoking Cessation,,13485.0,,,12660.0,,,,,,,,,,,,13560.0,,,,,,,,,,39450.0,,,148830.0,,,,,,,10350.0,56835.0,,,,,,,,,,,,,,,,,899205.0,,,,,,11925.0,,,,,,,,,,,,,150960.0,,,,,,31455.0,,,,23160.0,,,34320.0,,,,,,,,,,,,,,,,18450.0,,29100.0,,,,,,,,
Snooker/Pool/Billiards,55170.0,49020.0,11055.0,42135.0,2988765.0,64785.0,213555.0,95985.0,193905.0,,10170.0,15540.0,86985.0,20460.0,50235.0,31200.0,1007070.0,29235.0,12195.0,31410.0,27090.0,14220.0,,66030.0,137460.0,,134820.0,355035.0,112740.0,607650.0,21480.0,485940.0,276615.0,104895.0,262275.0,50295.0,2226480.0,407010.0,25920.0,46725.0,1611585.0,78750.0,236910.0,64125.0,197520.0,51225.0,652680.0,378210.0,54810.0,,23355.0,10935.0,,56760.0,1086405.0,,,104835.0,84720.0,,148230.0,16515.0,69990.0,671550.0,837210.0,,1739520.0,168915.0,281310.0,2701515.0,,,36000.0,1171725.0,197100.0,609735.0,110145.0,36105.0,16650.0,1399230.0,11370.0,10365.0,41895.0,537510.0,22215.0,19185.0,1265040.0,74490.0,36240.0,882675.0,97545.0,10815.0,,209460.0,208080.0,,34845.0,152955.0,395445.0,,32850.0,172020.0,2825985.0,443025.0,3054045.0,240360.0,31575.0,,,41730.0,,124320.0,81300.0
Snowboarding,,,,,10635.0,,,,,,,,,,,,,,,,,,,,,,,,,40815.0,,,,,,,,,,,,,,,18960.0,,,,,,,,,,,,,,,,,,,,13845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soap Opera TV,,29265.0,,220890.0,197430.0,12495.0,16200.0,14100.0,51420.0,49665.0,,,503220.0,,,,245955.0,147510.0,,274995.0,,,,10500.0,28755.0,109500.0,27075.0,12105.0,18270.0,172935.0,,99705.0,15060.0,12210.0,39525.0,,222870.0,33105.0,,49305.0,148950.0,15030.0,54885.0,16050.0,67635.0,15435.0,34455.0,28890.0,15285.0,,,,,,236970.0,,,,504420.0,,12210.0,,,87765.0,57060.0,,386415.0,24480.0,51270.0,63300.0,,33390.0,213000.0,525465.0,37470.0,34140.0,,,,62670.0,,,,93585.0,,,157245.0,17820.0,,411600.0,10530.0,,,34125.0,34290.0,,19500.0,70620.0,54345.0,,12375.0,24210.0,195240.0,101670.0,1147920.0,23400.0,,30780.0,89250.0,18885.0,,,
Soccer,,15150.0,,20745.0,566820.0,17055.0,13245.0,27300.0,56520.0,,,,29220.0,,25830.0,17115.0,242010.0,10965.0,,13260.0,13620.0,,,15420.0,40200.0,,33360.0,157740.0,32025.0,124815.0,,114195.0,118965.0,37950.0,72405.0,17070.0,266265.0,264375.0,,12330.0,442005.0,24450.0,52620.0,19995.0,38130.0,12570.0,251070.0,20220.0,18720.0,,11250.0,,,22965.0,111645.0,,,40725.0,24585.0,,83775.0,,32985.0,102075.0,140970.0,,822135.0,53595.0,15990.0,51930.0,,,17460.0,53865.0,67365.0,36585.0,38775.0,10305.0,,60630.0,,,21210.0,130470.0,,,471915.0,27630.0,16785.0,202230.0,19905.0,,,59355.0,45720.0,,,65475.0,110430.0,,,26490.0,179985.0,122925.0,712440.0,93615.0,,,,14400.0,,49830.0,31440.0
Social Networking,,,,,14820.0,,18780.0,,,,,,11190.0,,,,,,,,,,,,,,,,,12810.0,,,,,,,122880.0,19740.0,,,,,,,,,11610.0,31185.0,,,,,,,63825.0,,,,,,,,,,,,,,26295.0,,,,,,14145.0,60570.0,,,,134385.0,,,,,,,21420.0,,,,,,,,,,,,,,,,204015.0,11610.0,15075.0,,,,,,,,
Soft AC Music,11850.0,44550.0,,13185.0,124920.0,,78450.0,,20490.0,,,,62415.0,,,,62640.0,,,16485.0,,,,,,,61035.0,16425.0,,194175.0,,40650.0,15600.0,11460.0,,,1124400.0,248910.0,,19125.0,65145.0,10605.0,35910.0,,73065.0,16800.0,19395.0,141390.0,,,,,,,1064235.0,,,,24225.0,,84495.0,,,34965.0,22965.0,,181095.0,,94125.0,285000.0,,,16440.0,366540.0,14865.0,196965.0,17880.0,,,462855.0,,,,67590.0,,,114765.0,17910.0,,74835.0,,,,11445.0,14790.0,,,,111690.0,,15660.0,11205.0,847770.0,43155.0,180075.0,,,,,18495.0,,,
Soft Rock,,23775.0,,,66795.0,,,,,,,,,,,,13605.0,,,,,,,,,,60915.0,,,89550.0,,,,,,,68610.0,52590.0,,,,,,,74040.0,10680.0,21060.0,15015.0,13095.0,,,,,,88065.0,,,,,,12045.0,,,,74490.0,,14415.0,,,,,,,42480.0,,11295.0,,,,73455.0,,,,41400.0,,,111435.0,11835.0,,,,,,,,,,,91335.0,,,,55800.0,24765.0,54330.0,,,,,,,,
Softball,,,,,386985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118560.0,27675.0,,,,,,,,,14565.0,16125.0,,,,,,,25095.0,,,,,,,,,,,,11970.0,,10065.0,,,,,228615.0,,18315.0,10200.0,,,45570.0,,,,10620.0,,,41700.0,,,,,,,,,,,,,,,,76635.0,24060.0,21960.0,,,,,,,,
Songwriters/Folk,,88545.0,,242430.0,821370.0,44310.0,54195.0,80325.0,132210.0,74310.0,12150.0,,338235.0,,18510.0,14025.0,622155.0,197895.0,,296430.0,11130.0,15885.0,,34290.0,65505.0,144045.0,97725.0,22590.0,53310.0,1016745.0,,357255.0,50730.0,45945.0,88395.0,27810.0,3141315.0,1183095.0,10905.0,72885.0,396135.0,52095.0,234585.0,30345.0,367785.0,37485.0,93975.0,103665.0,190725.0,,,,,,309780.0,,,18420.0,630330.0,,75120.0,,,372360.0,340305.0,,665460.0,64980.0,70755.0,478050.0,,34560.0,292170.0,876240.0,97395.0,151770.0,36420.0,34965.0,,262455.0,11610.0,,,287805.0,11655.0,,396810.0,89025.0,,1087305.0,46665.0,,,107490.0,122550.0,10155.0,53730.0,72000.0,358095.0,,33285.0,101190.0,665685.0,292215.0,2403510.0,42615.0,31650.0,34260.0,101505.0,251865.0,,24390.0,17070.0
"Soundtracks, TV and Showtunes",,45690.0,,159855.0,187545.0,17580.0,21585.0,35460.0,45480.0,48165.0,,,208230.0,,10125.0,,193620.0,129435.0,,191610.0,,,,13860.0,26970.0,101220.0,42990.0,,20475.0,318510.0,,143850.0,14325.0,15960.0,30180.0,10770.0,1219875.0,627810.0,,58635.0,130830.0,18345.0,111600.0,16260.0,166725.0,19560.0,31110.0,44130.0,64410.0,,,,,,74760.0,,,,402270.0,,20205.0,,,89835.0,56175.0,,528855.0,23280.0,25470.0,310905.0,,23115.0,197820.0,543945.0,34425.0,54120.0,13335.0,14760.0,,108615.0,,,,156075.0,,,143955.0,32835.0,,756570.0,16965.0,,,43875.0,43260.0,,26910.0,38700.0,130125.0,,16575.0,41130.0,179655.0,114225.0,858390.0,22395.0,11685.0,22320.0,63870.0,117645.0,,,
South America Travel,19965.0,13410.0,,,263925.0,11460.0,93075.0,14250.0,21090.0,,,,23235.0,,,,228795.0,,11175.0,,,,,17430.0,12825.0,,83925.0,,10695.0,127515.0,,78825.0,12435.0,10005.0,21825.0,,880920.0,135105.0,36885.0,16440.0,59100.0,58530.0,52155.0,,143370.0,23505.0,38205.0,340335.0,60000.0,,,,,,291120.0,,,,12195.0,,17595.0,,,48255.0,92760.0,,43575.0,18600.0,183480.0,1144695.0,,,,294750.0,14880.0,452955.0,12420.0,,,634965.0,,,,341760.0,,,1364130.0,64770.0,,54480.0,13020.0,,,22920.0,24150.0,,209325.0,,139950.0,,,26520.0,3567180.0,199560.0,769380.0,,,,,26130.0,,,10800.0
Space and Astronomy,,,,,15330.0,,,,,,,,,,,,,,,,,,,,,,,,,37530.0,,,,,,,61260.0,25290.0,,,,,,,,,,,,,,,,,15600.0,,,,,,,,,,,,,,,,,,,18510.0,,,,,,,,,,25320.0,,,,,,,,,,,,,,,,,,,29865.0,,44205.0,,,,,,,,
Spas,,50625.0,,,,,25650.0,,,,,,,,,,,,,,,,,,,,164595.0,,,14565.0,,29115.0,,,,,65415.0,17610.0,,46050.0,,25410.0,,,29325.0,113115.0,,94620.0,53280.0,,,14370.0,,,,,,,,,44565.0,,,,,,,,60900.0,,22800.0,,,,,28965.0,,,,917640.0,,,,10680.0,,,,10845.0,,,,13065.0,,11070.0,,28200.0,,,28470.0,,16470.0,25770.0,77055.0,11475.0,27810.0,,,,,,11055.0,,
Special Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105285.0,,,,,,,,,,,,,,,,,,137880.0,,,,,,,,,,,,,,,,,,,13530.0,,14025.0,,,,21630.0,,,,,,,,,,,,,,,,,,,,,,,71805.0,,10635.0,,,,,,,,
Special Interest TV,,13440.0,,,51720.0,,28860.0,,12105.0,,,,,,,,41190.0,,,,,,,,,,,,,24405.0,,22455.0,,,,,272055.0,,,,29310.0,,11175.0,,11610.0,,,51240.0,11655.0,,,,,,17865.0,,,,,,,,,26310.0,12495.0,,15120.0,,36945.0,67185.0,,,,254325.0,,79695.0,,,,141750.0,,,,19920.0,,,471960.0,,,16260.0,,,,,,,,,,,,,379875.0,61125.0,145110.0,,,,,,,,
Special Needs Kids,,,,,260850.0,,18780.0,,,,,,,,,,39180.0,,,,,,,,,,25125.0,,,29880.0,,18645.0,,,,,393135.0,23400.0,,,15450.0,,12945.0,,32265.0,,12315.0,31200.0,12465.0,,,,,,197295.0,,,,,,10320.0,,,19215.0,56460.0,,10860.0,,27090.0,35175.0,,,,102765.0,,116235.0,,,,76845.0,,,,225840.0,,,409035.0,10380.0,,13950.0,,,,,,,,,44685.0,,,10680.0,382575.0,61440.0,226710.0,,,,,,,,
Spirituality,,,,,,,10020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383775.0,20580.0,,,,,,,,,,13560.0,,,,,,,10080.0,,,,,,,,,,,,,,10140.0,,,,,15195.0,,18855.0,,,,27795.0,,,,,,,,,,,,,,,,,,,,,,,77250.0,,14775.0,,,,,,,,
Sporting Events,20550.0,18345.0,,15900.0,475185.0,27840.0,54705.0,33390.0,78135.0,,10320.0,,64320.0,,44970.0,18495.0,320730.0,17640.0,,16515.0,15195.0,,,25590.0,51630.0,,185445.0,169320.0,46785.0,216495.0,,185310.0,123525.0,41640.0,98970.0,37605.0,342420.0,516735.0,,12810.0,584550.0,42915.0,109485.0,25050.0,57270.0,,528855.0,94290.0,15540.0,11130.0,,,,27480.0,156210.0,,,61320.0,41220.0,10440.0,24585.0,11520.0,26445.0,129345.0,164130.0,,1014615.0,67275.0,73320.0,965085.0,,,33345.0,34860.0,86895.0,167280.0,28635.0,14235.0,,369300.0,,,15945.0,203880.0,12735.0,,661800.0,74295.0,17820.0,297165.0,29025.0,,,91935.0,84060.0,,11820.0,80220.0,155940.0,,11370.0,31425.0,978480.0,340470.0,956670.0,126810.0,18405.0,,,31335.0,,58605.0,45225.0
Sports,55170.0,49020.0,11055.0,42135.0,2988765.0,64785.0,213555.0,95985.0,193905.0,,10170.0,15540.0,86985.0,20460.0,50235.0,31200.0,1007070.0,29235.0,12195.0,31410.0,27090.0,14220.0,,66030.0,137460.0,,134820.0,355035.0,112740.0,607650.0,21480.0,485940.0,276615.0,104895.0,262275.0,50295.0,2226480.0,407010.0,25920.0,46725.0,1611585.0,78750.0,236910.0,64125.0,197520.0,51225.0,652680.0,378210.0,54810.0,,23355.0,10935.0,,56760.0,1086405.0,,,104835.0,84720.0,,148230.0,16515.0,69990.0,671550.0,837210.0,,1739520.0,168915.0,281310.0,2701515.0,,,36000.0,1171725.0,197100.0,609735.0,110145.0,36105.0,16650.0,1399230.0,11370.0,10365.0,41895.0,537510.0,22215.0,19185.0,1265040.0,74490.0,36240.0,882675.0,97545.0,10815.0,,209460.0,208080.0,,34845.0,152955.0,395445.0,,32850.0,172020.0,2825985.0,443025.0,3054045.0,240360.0,31575.0,,,41730.0,,124320.0,81300.0
Sports Equipment,18855.0,,,,558495.0,,57795.0,,25335.0,,,,,,,,141195.0,,,,,,,,18225.0,,23025.0,96450.0,14520.0,92535.0,,76290.0,34170.0,18015.0,47475.0,,89175.0,29310.0,,12960.0,371805.0,11415.0,43440.0,10575.0,23295.0,12495.0,92985.0,106515.0,11580.0,,,,,11235.0,52830.0,,,18735.0,13365.0,,15060.0,,12885.0,92325.0,161910.0,,296910.0,25020.0,77205.0,1139415.0,,,,271740.0,36435.0,171780.0,,,,360495.0,,,,58530.0,,,82410.0,,10230.0,240210.0,22155.0,,,30285.0,29865.0,,,28245.0,89355.0,,,48990.0,991560.0,49620.0,433845.0,49515.0,,,,,,24225.0,12195.0
Sports Radio,,,,11400.0,201405.0,11625.0,,,30735.0,,,,14400.0,,,,149175.0,,,10230.0,,,,,23415.0,,,,22155.0,147435.0,,81960.0,13725.0,12210.0,19440.0,,59835.0,,,,149265.0,,36195.0,,16215.0,,29385.0,,,,,,,,19695.0,,,,22725.0,,,,,232365.0,88725.0,,51165.0,19905.0,,12915.0,,,,,29145.0,11895.0,,,,27255.0,,,,27585.0,,,65805.0,,,167565.0,,,,33075.0,43335.0,,,,27045.0,,,12930.0,86790.0,25755.0,399585.0,10590.0,,,,,,,
Sports TV,37650.0,77940.0,,50745.0,1402245.0,52215.0,160065.0,36975.0,130020.0,11415.0,,,98715.0,13215.0,20385.0,20805.0,907710.0,41760.0,,58425.0,15990.0,12405.0,,51030.0,105015.0,17010.0,250650.0,173310.0,77235.0,452025.0,11580.0,382170.0,133320.0,75585.0,194055.0,37620.0,1180800.0,109290.0,20505.0,79080.0,1152810.0,63315.0,173445.0,36870.0,114690.0,78015.0,216465.0,285645.0,210435.0,,14580.0,15645.0,,26160.0,579015.0,,,47730.0,115680.0,,136755.0,10425.0,32490.0,363615.0,427185.0,,1151445.0,111630.0,195705.0,1516440.0,15585.0,,43710.0,684600.0,125490.0,427950.0,44820.0,25710.0,,1553850.0,,,20895.0,361980.0,14565.0,,398895.0,49710.0,19830.0,657060.0,57915.0,23085.0,,173100.0,159810.0,18075.0,49515.0,65475.0,223935.0,,39300.0,129570.0,1834320.0,176055.0,2729280.0,76695.0,18720.0,,22035.0,24150.0,,60600.0,40800.0
Sports Video Games,,129195.0,,10260.0,168000.0,29790.0,101325.0,11445.0,31200.0,,,,47565.0,,,,90180.0,,,,,,,,12675.0,,2645745.0,,10095.0,158025.0,,121905.0,48390.0,27405.0,74535.0,,787500.0,217515.0,15000.0,97650.0,113250.0,51120.0,101940.0,,113670.0,213960.0,369960.0,369945.0,99060.0,,,29070.0,,,91290.0,,,10365.0,25335.0,,149730.0,,,58650.0,15630.0,,225870.0,17355.0,186705.0,159210.0,61020.0,,16320.0,151545.0,11535.0,262395.0,16875.0,,,1816515.0,,,,78525.0,,,269445.0,127470.0,,104940.0,,40935.0,,34875.0,16395.0,41010.0,279195.0,26475.0,217770.0,,69870.0,103740.0,1644690.0,314760.0,392610.0,35475.0,10290.0,,,37140.0,16140.0,,11010.0
